id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_jail_in,c_jail_out,c_offense_date,c_arrest_date,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_days_from_arrest
6475,Male,43,25 - 45,African-American,0,1,0,0,1,,,,13/08/2009,,1385,M,Lve/Scen/Acc/Veh/Prop/Damage,0,,
6477,Male,58,Greater than 45,Caucasian,0,5,0,0,4,0,13/11/2014 11:35,14/11/2014 9:12,13/11/2014,,0,F,Felony Petit Theft,1,(M1),0
6478,Female,40,25 - 45,Hispanic,0,3,0,0,4,0,2/11/2014 2:43,7/11/2014 4:27,2/11/2014,,0,F,Grand Theft (Motor Vehicle),1,(M2),56
6480,Male,36,25 - 45,African-American,3,8,0,0,16,-8,10/12/2013 1:15,18/12/2013 10:47,,10/12/2013,8,F,arrest case no charge,1,(M1),0
6481,Female,23,Less than 25,African-American,0,4,0,0,0,-1,30/01/2013 10:25,1/02/2013 2:10,30/01/2013,,1,M,Battery,1,(M1),1
6482,Male,34,25 - 45,African-American,0,2,0,0,5,-1,25/04/2013 8:35,26/04/2013 7:37,25/04/2013,,1,F,Possession Burglary Tools,1,(M2),0
6483,Male,56,Greater than 45,Caucasian,0,2,0,0,13,-13,26/06/2013 10:01,3/07/2013 8:32,,26/06/2013,13,F,arrest case no charge,0,,
6484,Female,52,Greater than 45,Caucasian,0,1,0,0,0,-6,5/12/2013 11:56,6/12/2013 2:06,5/12/2013,,6,F,Aggrav Battery w/Deadly Weapon,0,,
6485,Male,56,Greater than 45,African-American,0,2,0,0,0,-1,26/03/2013 11:29,2/04/2013 10:35,26/03/2013,,1,F,False Imprisonment,0,,
6487,Female,37,25 - 45,African-American,0,1,0,0,0,-1,12/02/2014 8:58,13/02/2014 12:55,12/02/2014,,1,M,Exposes Culpable Negligence,0,,
6488,Female,50,Greater than 45,Caucasian,0,1,0,0,0,0,30/09/2013 12:58,2/10/2013 7:23,29/09/2013,,1,M,Battery,0,,
6489,Male,25,25 - 45,African-American,0,2,0,0,1,-1,8/02/2013 11:08,9/02/2013 9:12,8/02/2013,,1,F,Grand Theft in the 3rd Degree,1,(M2),
6490,Male,22,Less than 25,African-American,0,5,0,0,0,-1,11/03/2013 10:30,12/03/2013 1:07,11/03/2013,,1,F,Possession of Cocaine,1,(M2),1
6491,Female,43,25 - 45,Caucasian,0,1,0,0,0,0,2/08/2013 1:25,2/08/2013 7:52,2/08/2013,,0,M,Battery,1,(M1),0
6492,Male,30,25 - 45,Caucasian,0,2,0,0,1,-1,11/01/2013 3:35,15/02/2013 9:20,11/01/2013,,1,M,Battery,0,,
6495,Male,29,25 - 45,Asian,0,1,0,0,0,-1,24/02/2013 4:36,25/02/2013 1:34,24/02/2013,,1,F,Battery on a Person Over 65,0,,
6496,Male,24,Less than 25,Caucasian,0,2,0,0,0,-1,30/03/2013 9:22,31/03/2013 2:54,30/03/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
6497,Male,29,25 - 45,African-American,0,8,0,0,7,-1,7/09/2013 9:27,8/09/2013 6:44,7/09/2013,,1,M,Battery,1,(M1),0
6498,Female,27,25 - 45,Caucasian,0,3,0,0,3,,,,27/12/2012,,19,F,Possession Of Amphetamine,0,,
6500,Female,24,Less than 25,Caucasian,0,4,0,0,0,-2,30/09/2013 7:53,1/10/2013 2:11,30/09/2013,,2,F,Possession Of Heroin,0,,
6501,Female,74,Greater than 45,African-American,0,1,0,0,0,-1,6/11/2013 11:55,7/11/2013 2:32,6/11/2013,,1,F,Felony Petit Theft,0,,
6502,Male,27,25 - 45,African-American,0,7,0,1,8,0,30/08/2013 12:08,31/08/2013 4:11,,29/08/2013,1,M,arrest case no charge,1,(F3),0
6503,Male,37,25 - 45,Hispanic,0,2,0,0,1,-1,4/04/2013 11:29,5/04/2013 6:14,4/04/2013,,1,F,Pos Cannabis W/Intent Sel/Del,1,(M1),
6504,Male,39,25 - 45,African-American,0,10,1,1,8,197,4/09/2014 4:33,8/09/2014 8:11,19/02/2014,,0,F,Possession of Cocaine,1,(MO3),0
6505,Male,29,25 - 45,Caucasian,0,2,0,0,5,0,26/10/2013 2:22,26/10/2013 8:52,26/10/2013,,0,F,Driving While License Revoked,0,,
6507,Male,25,25 - 45,African-American,0,3,0,0,0,,,,21/12/2013,,2,M,Unlaw Use False Name/Identity,1,(M2),
6508,Female,35,25 - 45,African-American,0,3,0,0,5,-1,19/11/2013 12:43,20/11/2013 9:48,19/11/2013,,1,F,Neglect Child / No Bodily Harm,0,,
6511,Male,29,25 - 45,African-American,0,6,0,0,1,-1,23/10/2013 2:06,30/01/2014 11:45,23/10/2013,,1,M,Battery,1,(M1),
6512,Male,36,25 - 45,Caucasian,0,2,0,0,1,-1,5/12/2013 8:09,6/12/2013 9:55,,6/12/2013,0,F,arrest case no charge,0,,
6513,Male,61,Greater than 45,African-American,0,4,0,0,13,64,25/06/2013 4:44,30/08/2013 10:25,17/07/2012,,279,F,Possession of Cocaine,1,(M2),0
6514,Male,26,25 - 45,Caucasian,0,4,0,0,2,0,10/01/2013 12:22,12/01/2013 2:52,9/01/2013,,1,F,Carrying Concealed Firearm,0,,
6518,Male,28,25 - 45,African-American,0,5,0,0,1,,,,7/08/2009,,1248,M,Resist/Obstruct W/O Violence,0,,
6520,Female,26,25 - 45,African-American,0,5,0,0,1,-1,21/01/2014 5:58,22/01/2014 9:20,,21/01/2014,1,F,arrest case no charge,0,,
6521,Female,39,25 - 45,Caucasian,0,6,1,0,11,-1,19/03/2014 6:43,20/03/2014 10:04,19/03/2014,,1,F,Felony Petit Theft,1,(F3),0
6522,Male,22,Less than 25,African-American,0,4,1,0,3,-1,21/03/2013 4:40,22/03/2013 10:20,21/03/2013,,1,F,Grand Theft in the 3rd Degree,1,(M1),165
6524,Male,28,25 - 45,Caucasian,0,3,0,0,0,-1,24/04/2013 6:15,26/04/2013 4:51,24/04/2013,,1,F,Grand Theft in the 3rd Degree,0,,
6525,Male,51,Greater than 45,Caucasian,0,1,0,0,1,-2,9/03/2013 10:28,10/03/2013 1:03,9/03/2013,,2,F,Possession Of Alprazolam,1,(M2),
6526,Female,35,25 - 45,Hispanic,0,2,0,0,0,-1,20/01/2014 9:04,21/01/2014 9:57,20/01/2014,,1,M,Battery,0,,
6527,Female,23,Less than 25,African-American,0,2,0,0,0,-1,1/03/2014 2:14,2/03/2014 8:12,1/03/2014,,1,M,Battery,0,,
6528,Male,29,25 - 45,African-American,1,6,2,0,6,0,31/07/2013 12:06,1/08/2013 8:24,31/07/2013,,0,F,Crim Use of Personal ID Info,1,(M1),269
6529,Male,20,Less than 25,Other,0,3,0,0,0,-1,21/04/2014 3:41,22/04/2014 8:36,21/04/2014,,1,F,Uttering a Forged Instrument,1,(M1),0
6531,Male,24,Less than 25,African-American,0,9,0,2,1,-1,19/04/2013 4:36,25/04/2013 9:32,,19/04/2013,1,M,arrest case no charge,1,(M1),0
6533,Female,23,Less than 25,Hispanic,0,4,1,0,2,-1,22/09/2013 1:21,23/09/2013 9:39,22/09/2013,,1,M,Battery,0,,
6534,Female,33,25 - 45,African-American,0,7,0,0,5,-1,19/09/2013 10:53,25/03/2014 3:47,19/09/2013,,1,F,Aggravated Assault W/Dead Weap,0,,
6535,Male,21,Less than 25,Caucasian,1,3,0,0,1,-1,24/04/2013 12:53,25/04/2013 9:14,,24/04/2013,1,F,arrest case no charge,1,(M2),
6536,Male,59,Greater than 45,Caucasian,0,1,0,0,3,-3,12/05/2013 5:17,14/05/2013 7:57,11/05/2013,,4,M,Battery,0,,
6537,Male,26,25 - 45,Caucasian,0,4,0,0,4,0,23/09/2013 12:36,26/09/2013 8:28,23/09/2013,,0,F,Tamper With Witness/Victim/CI,1,(M1),0
6538,Male,36,25 - 45,Caucasian,0,1,0,0,0,,,,,,,M,,1,(M2),
6539,Male,38,25 - 45,Other,0,1,0,0,2,-1,26/03/2014 5:07,27/03/2014 1:44,26/03/2014,,1,F,Grand Theft in the 3rd Degree,0,,
6541,Male,19,Less than 25,Caucasian,1,9,3,2,5,-31,17/06/2014 11:28,16/07/2014 1:22,,17/06/2014,31,M,arrest case no charge,1,(F3),
6546,Male,28,25 - 45,Hispanic,0,8,0,0,2,-1,24/11/2013 3:03,27/11/2013 8:15,24/11/2013,,1,F,Grand Theft in the 3rd Degree,0,,
6547,Male,23,Less than 25,Hispanic,0,5,0,0,2,-1,26/05/2014 11:42,24/07/2014 10:35,,26/05/2014,1,F,arrest case no charge,1,(M2),
6548,Male,21,Less than 25,African-American,0,5,0,2,1,-1,18/05/2014 6:59,19/05/2014 8:23,18/05/2014,,1,F,Obstruct Officer W/Violence,1,(M1),0
6549,Male,52,Greater than 45,African-American,0,1,0,0,0,-1,23/03/2013 5:06,24/03/2013 7:32,23/03/2013,,1,M,Battery,1,(M2),
6550,Male,56,Greater than 45,African-American,0,5,0,0,12,-1,25/03/2013 10:10,27/03/2013 2:33,25/03/2013,,1,F,Possession of Cocaine,1,(F3),825
6551,Male,40,25 - 45,Caucasian,0,4,0,0,1,-1,23/12/2013 9:56,25/12/2013 1:50,23/12/2013,,1,M,DUI Property Damage/Injury,0,,
6552,Female,48,Greater than 45,Caucasian,0,4,0,0,8,-26,11/01/2014 11:55,4/02/2014 5:57,11/01/2014,,26,M,Felony Battery w/Prior Convict,1,(M1),1
6553,Male,24,Less than 25,African-American,0,6,1,2,2,561,18/07/2014 5:54,18/07/2014 12:53,6/12/2011,,394,M,Cause Anoth Phone Ring Repeat,0,,
6554,Female,26,25 - 45,African-American,0,4,0,0,0,-1,20/12/2013 3:42,21/12/2013 1:56,20/12/2013,,1,F,Grand Theft in the 3rd Degree,0,,
6557,Male,59,Greater than 45,African-American,0,6,0,0,5,,,,28/09/2008,,1782,M,Leave Acc/Attend Veh/More $50,0,,
6558,Male,66,Greater than 45,Caucasian,0,1,0,0,1,-14,30/07/2014 9:41,4/08/2014 7:36,,30/07/2014,14,F,arrest case no charge,1,(F2),1
6560,Female,54,Greater than 45,African-American,0,4,0,0,6,-1,1/12/2013 2:04,2/12/2013 9:23,1/12/2013,,1,F,Felony Petit Theft,0,,
6563,Male,31,25 - 45,Caucasian,0,7,0,0,4,-1,26/01/2014 9:54,22/02/2014 5:13,26/01/2014,,1,M,Battery,1,(M2),
6564,Male,34,25 - 45,Caucasian,0,3,0,0,0,-1,21/05/2013 11:08,22/05/2013 7:36,21/05/2013,,1,F,Grand Theft in the 3rd Degree,1,(M1),
6566,Male,25,25 - 45,African-American,0,9,0,0,9,-1,6/02/2013 12:43,2/05/2013 6:27,,6/02/2013,1,F,arrest case no charge,1,(M2),0
6570,Male,47,Greater than 45,Caucasian,0,4,0,0,2,-7,1/03/2013 5:20,7/03/2013 8:32,1/03/2013,,7,F,Possession of Cocaine,0,,
6571,Male,51,Greater than 45,African-American,0,8,0,1,12,-1,14/01/2013 9:08,15/01/2013 1:17,14/01/2013,,1,F,Felony Driving While Lic Suspd,1,(M2),
6572,Male,25,25 - 45,Caucasian,0,3,0,0,1,-23,19/08/2013 12:20,19/08/2013 7:02,,18/08/2013,24,F,arrest case no charge,0,,
6573,Male,25,25 - 45,Other,0,2,0,0,0,-1,20/03/2013 3:26,9/04/2013 8:53,20/03/2013,,1,F,Felony Battery,1,(M1),0
6574,Female,31,25 - 45,African-American,0,2,0,0,2,-1,26/08/2013 10:47,27/08/2013 8:02,26/08/2013,,1,F,Aggravated Assault W/Dead Weap,1,(M1),0
6575,Male,44,25 - 45,Hispanic,0,1,0,0,2,367,24/02/2014 11:33,25/02/2014 9:19,,5/12/2012,79,F,arrest case no charge,1,(F3),
6577,Male,36,25 - 45,Caucasian,0,2,0,0,1,-1,7/02/2013 5:59,8/02/2013 2:14,,7/02/2013,1,F,arrest case no charge,1,(M1),0
6578,Male,77,Greater than 45,Caucasian,0,1,0,0,3,,,,,2/06/2008,1738,F,arrest case no charge,0,,
6580,Male,49,Greater than 45,Caucasian,0,1,0,0,0,0,18/03/2013 12:03,18/03/2013 2:06,17/03/2013,,1,M,Driving Under The Influence,0,,
6583,Male,31,25 - 45,African-American,0,7,0,0,0,-1,4/04/2013 10:04,5/04/2013 9:22,4/04/2013,,1,F,Grand Theft in the 3rd Degree,0,,
6584,Male,30,25 - 45,Caucasian,0,3,0,1,1,-1,10/03/2014 3:11,11/03/2014 1:26,10/03/2014,,1,F,Uttering a Forged Instrument,0,,
6585,Male,29,25 - 45,African-American,1,9,0,0,3,-1,19/04/2013 10:51,20/04/2013 9:50,19/04/2013,,1,F,Att Burgl Unoccupied Dwel,1,(F3),
6586,Female,53,Greater than 45,Caucasian,0,5,0,0,6,-1,6/01/2014 10:28,17/01/2014 6:13,6/01/2014,,1,F,Possession of Cocaine,1,(MO3),0
6587,Male,21,Less than 25,African-American,0,9,1,0,1,-1,14/10/2013 5:20,13/01/2015 6:24,14/10/2013,,1,F,Att Burgl Unoccupied Dwel,1,(F3),160
6588,Male,21,Less than 25,African-American,0,4,0,0,0,-1,6/12/2013 11:23,7/12/2013 1:44,6/12/2013,,1,F,Resist Officer w/Violence,0,,
6589,Female,27,25 - 45,African-American,0,5,0,0,1,0,25/10/2013 4:39,25/10/2013 8:52,24/10/2013,,1,F,Fraudulent Use of Credit Card,1,(M2),
6591,Female,65,Greater than 45,African-American,0,1,0,0,0,-1,23/02/2014 10:06,24/02/2014 9:55,23/02/2014,,1,F,Grand Theft in the 3rd Degree,0,,
6592,Female,59,Greater than 45,Caucasian,0,1,0,0,0,-1,5/02/2014 4:46,5/02/2014 9:09,5/02/2014,,1,M,Driving Under The Influence,0,,
6593,Male,59,Greater than 45,African-American,0,1,0,0,0,-1,17/11/2013 10:33,19/11/2013 8:59,17/11/2013,,1,M,DUI Property Damage/Injury,0,,
6594,Male,24,Less than 25,African-American,0,7,0,0,0,-1,14/03/2013 8:45,17/03/2013 8:58,14/03/2013,,1,M,Battery,0,,
6595,Male,40,25 - 45,African-American,0,1,0,0,0,0,20/02/2013 6:23,21/02/2013 8:02,19/02/2013,,1,F,Aggravated Battery,0,,
6596,Male,51,Greater than 45,African-American,0,1,0,0,0,-1,23/06/2014 1:48,25/06/2014 9:25,23/06/2014,,1,F,Criminal Mischief,1,(M1),
6597,Male,34,25 - 45,African-American,1,9,0,0,10,-1,17/03/2013 8:10,18/03/2013 2:41,17/03/2013,,1,F,Possession Of Alprazolam,1,(F3),
6600,Male,30,25 - 45,Hispanic,0,2,0,0,1,0,8/02/2013 12:28,8/02/2013 1:15,7/02/2013,,1,F,Poss Unlaw Issue Driver Licenc,1,(F3),0
6601,Male,52,Greater than 45,African-American,0,1,0,0,1,-1,23/02/2014 2:25,24/02/2014 1:35,23/02/2014,,1,F,Tampering With Physical Evidence,0,,
6602,Male,29,25 - 45,Caucasian,0,4,0,0,1,-39,22/08/2013 12:11,25/09/2013 2:14,21/08/2013,,40,F,Burglary Unoccupied Dwelling,1,(M1),0
6603,Male,24,Less than 25,African-American,0,9,0,0,15,-31,7/07/2014 11:37,12/07/2014 2:11,,7/07/2014,31,F,arrest case no charge,1,(F3),
6604,Male,38,25 - 45,African-American,0,3,0,0,2,-1,25/05/2013 8:47,28/05/2013 1:16,25/05/2013,,1,F,Aggrav Battery w/Deadly Weapon,1,(M1),
6605,Female,22,Less than 25,African-American,0,8,0,0,0,-6,17/07/2013 11:09,18/07/2013 7:36,17/07/2013,,6,F,Poss of Methylethcathinone,0,,
6606,Male,43,25 - 45,African-American,0,5,0,0,0,-1,31/01/2013 8:25,3/02/2013 8:56,31/01/2013,,1,F,Pos Cannabis W/Intent Sel/Del,0,,
6608,Male,32,25 - 45,Caucasian,0,9,0,0,5,0,10/12/2013 6:11,3/02/2014 8:48,10/12/2013,,0,F,Possession of Cocaine,1,(M2),
6611,Male,55,Greater than 45,African-American,0,1,0,0,0,-1,3/10/2013 6:04,4/10/2013 8:21,3/10/2013,,1,F,Failure To Return Hired Vehicle,0,,
6613,Male,26,25 - 45,African-American,0,2,0,0,2,-1,13/12/2013 3:52,22/12/2013 1:52,13/12/2013,,1,F,Burglary Unoccupied Dwelling,1,(F3),
6614,Male,23,Less than 25,Caucasian,0,2,0,1,1,-1,21/11/2013 7:44,22/11/2013 5:14,21/11/2013,,1,M,DUI Property Damage/Injury,0,,
6615,Female,47,Greater than 45,Other,0,1,0,0,0,-1,25/05/2013 9:23,28/05/2013 10:06,25/05/2013,,1,F,Aggravated Assault W/dead Weap,0,,
6616,Male,28,25 - 45,Caucasian,0,2,0,0,1,-1,3/05/2014 11:13,4/05/2014 8:36,3/05/2014,,1,M,Driving License Suspended,1,(F3),0
6621,Male,27,25 - 45,Hispanic,0,2,0,0,0,0,22/09/2013 3:53,22/09/2013 8:00,21/09/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
6624,Male,61,Greater than 45,Hispanic,0,4,0,0,2,-1,23/02/2013 4:41,26/02/2013 5:46,23/02/2013,,1,F,Felony Petit Theft,1,(F3),
6626,Male,26,25 - 45,African-American,0,2,0,0,0,-1,25/05/2013 5:26,27/05/2013 6:22,25/05/2013,,1,F,Felony Batt(Great Bodily Harm),0,,
6627,Male,41,25 - 45,Hispanic,0,1,0,0,1,-38,20/12/2013 12:51,19/01/2014 6:50,4/05/2010,,1364,M,Petit Theft $100- $300,0,,
6629,Female,28,25 - 45,Caucasian,0,5,0,0,1,0,14/10/2014 3:43,14/10/2014 7:31,14/10/2014,,0,M,Battery,1,(F3),0
6631,Male,43,25 - 45,African-American,0,5,0,0,0,-1,1/03/2014 3:19,3/03/2014 2:37,1/03/2014,,1,F,Uttering a Forged Instrument,1,(F3),0
6633,Male,30,25 - 45,Caucasian,0,4,0,0,3,225,25/01/2014 3:44,5/04/2014 4:50,29/12/2012,,167,F,Burglary Unoccupied Dwelling,0,,
6634,Male,33,25 - 45,African-American,0,7,0,0,21,-6,9/05/2014 7:11,15/05/2014 10:33,9/05/2014,,6,M,Viol Pretrial Release Dom Viol,1,(M2),
6636,Male,21,Less than 25,Caucasian,0,3,0,1,0,-1,30/12/2013 11:33,31/12/2013 7:58,30/12/2013,,1,M,Burglary Structure Unoccup,0,,
6637,Female,32,25 - 45,Caucasian,0,1,0,1,0,-1,23/02/2013 5:11,24/02/2013 6:41,22/02/2013,,2,M,Battery,0,,
6638,Male,22,Less than 25,African-American,0,4,0,0,1,0,16/02/2013 3:47,16/02/2013 8:18,16/02/2013,,0,F,Tampering With Physical Evidence,1,(M1),0
6639,Male,51,Greater than 45,African-American,0,1,0,0,3,0,10/10/2013 1:07,10/10/2013 8:58,10/10/2013,,0,F,Possession of Cocaine,0,,
6641,Male,20,Less than 25,African-American,0,10,0,1,2,-1,30/09/2013 3:21,6/02/2014 6:23,30/09/2013,,1,F,Resist Officer w/Violence,1,(M2),
6642,Male,35,25 - 45,Caucasian,0,3,0,0,2,-1,13/02/2014 1:00,14/02/2014 1:28,13/02/2014,,1,F,Possession Of Amphetamine,0,,
6645,Female,37,25 - 45,African-American,0,1,0,0,3,-1,5/09/2013 7:35,4/10/2013 8:46,,5/09/2013,1,F,arrest case no charge,0,,
6646,Male,28,25 - 45,African-American,0,7,0,0,0,-2,3/11/2013 1:15,3/11/2013 1:25,2/11/2013,,3,M,Susp Drivers Lic 1st Offense,1,(F3),0
6649,Male,41,25 - 45,Caucasian,0,5,0,0,3,-1,28/09/2013 6:04,30/09/2013 3:51,28/09/2013,,1,M,Battery,1,(F3),
6650,Male,24,Less than 25,African-American,0,8,0,0,0,-1,17/01/2013 7:29,19/01/2013 3:27,17/01/2013,,1,M,Battery,1,(M1),0
6651,Female,33,25 - 45,African-American,0,4,0,0,3,-1,31/01/2013 11:52,2/02/2013 12:53,31/01/2013,,1,M,Battery,0,,
6652,Male,25,25 - 45,African-American,0,8,0,0,4,-102,13/06/2014 10:41,14/06/2014 5:02,22/09/2014,,1,F,Pos Cannabis W/Intent Sel/Del,1,(F3),
6653,Female,30,25 - 45,Caucasian,0,6,0,0,4,-1,5/01/2014 9:58,4/02/2014 1:08,,5/01/2014,1,F,arrest case no charge,0,,
6654,Male,20,Less than 25,African-American,0,7,0,0,1,0,11/09/2014 3:33,17/09/2014 5:49,11/09/2014,,0,F,Burglary Unoccupied Dwelling,1,(M2),47
6655,Female,42,25 - 45,African-American,0,1,0,0,1,-10,20/10/2013 12:32,20/10/2013 6:19,,20/10/2013,10,F,arrest case no charge,0,,
6657,Female,40,25 - 45,African-American,0,7,0,0,15,-1,6/01/2014 11:02,13/03/2014 6:17,,7/01/2014,0,F,arrest case no charge,1,(F3),
6658,Male,39,25 - 45,African-American,0,4,0,0,0,-1,16/09/2014 5:35,17/09/2014 1:31,16/09/2014,,1,F,Poss Unlaw Issue Id,1,(M1),0
6659,Male,21,Less than 25,African-American,0,7,0,0,0,0,2/03/2014 1:56,5/03/2014 3:46,2/03/2014,,0,F,Grand Theft (Motor Vehicle),0,,
6660,Male,39,25 - 45,Caucasian,0,2,0,0,2,-2,9/04/2013 5:58,11/04/2013 5:07,9/04/2013,,2,F,Poss Contr Subst W/o Prescript,1,(F3),0
6661,Male,24,Less than 25,Caucasian,0,2,0,0,0,0,30/12/2013 6:38,30/12/2013 8:21,30/12/2013,,0,F,Possession of Cannabis,0,,
6662,Male,41,25 - 45,African-American,0,1,0,0,0,-1,21/04/2013 11:38,22/04/2013 7:28,21/04/2013,,1,F,Driving While License Revoked,0,,
6663,Male,39,25 - 45,African-American,0,4,0,0,1,-1,2/10/2013 5:59,3/10/2013 7:59,2/10/2013,,1,F,Possession of Cannabis,0,,
6665,Female,24,Less than 25,African-American,0,8,0,0,3,-1,24/01/2013 1:05,24/01/2013 2:11,23/01/2013,,2,F,Grand Theft in the 3rd Degree,0,,
6667,Female,24,Less than 25,African-American,0,4,0,0,1,-23,7/05/2013 4:49,8/05/2013 1:00,7/05/2013,,23,F,Grand Theft in the 3rd Degree,0,,
6668,Male,29,25 - 45,African-American,0,2,0,0,0,-1,27/02/2013 7:21,28/02/2013 8:03,27/02/2013,,1,M,Disorderly Conduct,1,(M2),243
6669,Male,39,25 - 45,African-American,0,10,0,0,35,-45,8/07/2013 12:14,12/07/2013 5:10,,8/07/2013,45,F,arrest case no charge,0,,
6670,Male,25,25 - 45,Caucasian,0,5,0,0,2,-12,9/10/2013 1:53,20/10/2013 2:26,8/10/2013,,13,M,Prowling/Loitering,1,(F2),1
6671,Female,23,Less than 25,Caucasian,0,6,0,0,0,-1,9/05/2014 8:34,11/05/2014 1:50,9/05/2014,,1,F,Grand Theft in the 3rd Degree,1,(M1),0
6672,Male,22,Less than 25,African-American,0,10,0,1,1,0,25/08/2013 4:32,25/08/2013 8:08,25/08/2013,,0,F,"Poss3,4 Methylenedioxymethcath",1,(M1),0
6679,Female,26,25 - 45,Other,0,7,0,0,4,-1,7/07/2014 10:28,9/07/2014 10:06,7/07/2014,,1,M,Battery,1,(F3),0
6681,Male,26,25 - 45,African-American,0,9,3,0,3,-1,23/04/2013 5:44,14/11/2013 6:32,11/10/2007,,2022,M,Operating W/O Valid License,1,(M2),
6683,Female,24,Less than 25,African-American,0,6,0,0,3,-1,23/10/2014 6:05,26/10/2014 4:44,23/10/2014,,1,M,PL/Unlaw Use Credit Card,1,(M1),
6685,Male,44,25 - 45,African-American,0,5,0,0,0,-1,8/01/2013 5:46,11/02/2013 9:37,8/01/2013,,1,M,Viol Injunct Domestic Violence,0,,
6686,Male,36,25 - 45,Caucasian,0,2,0,0,1,-19,2/03/2014 12:45,21/03/2014 11:05,,2/03/2014,19,F,arrest case no charge,1,(F3),
6687,Male,39,25 - 45,Caucasian,0,8,0,0,10,-1,16/04/2013 8:15,17/04/2013 9:08,16/04/2013,,1,F,Grand Theft in the 3rd Degree,1,(F3),0
6688,Male,42,25 - 45,Caucasian,0,4,0,0,0,-1,9/12/2013 9:39,10/12/2013 1:03,9/12/2013,,1,F,Possession of LSD,0,,
6689,Male,45,Greater than 45,Caucasian,0,1,0,0,1,-2,8/02/2014 5:55,9/02/2014 8:45,8/02/2014,,2,M,DUI Property Damage/Injury,0,,
6690,Male,25,25 - 45,African-American,0,10,1,0,7,-1,16/05/2013 4:11,5/06/2013 9:16,16/05/2013,,1,F,Resist Officer w/Violence,1,(F3),
6691,Female,28,25 - 45,Caucasian,0,9,0,0,7,606,19/10/2014 9:33,13/03/2015 6:27,,21/06/2012,244,F,arrest case no charge,0,,
6692,Male,33,25 - 45,Caucasian,0,2,0,0,0,-1,11/12/2013 1:52,16/12/2013 11:33,11/12/2013,,1,F,Grand Theft in the 3rd Degree,0,,
6693,Male,25,25 - 45,Caucasian,0,3,0,0,0,-1,14/04/2013 6:30,17/04/2013 9:00,14/04/2013,,1,M,DUI Level 0.15 Or Minor In Veh,0,,
6695,Male,32,25 - 45,African-American,0,4,1,0,5,-10,21/05/2013 4:49,30/05/2013 9:32,,21/05/2013,10,F,arrest case no charge,0,,
6696,Male,23,Less than 25,African-American,0,7,0,0,0,-1,9/05/2013 11:11,13/05/2013 7:39,9/05/2013,,1,F,Deliver Cannabis,0,,
6697,Male,39,25 - 45,Caucasian,0,5,0,0,0,-1,6/01/2013 10:10,8/01/2013 5:21,6/01/2013,,1,M,Battery,0,,
6698,Male,27,25 - 45,African-American,0,8,0,0,12,-1,2/12/2013 1:10,3/12/2013 1:33,2/12/2013,,1,F,Grand Theft Firearm,1,(M1),0
6699,Female,35,25 - 45,Caucasian,0,7,0,0,4,-1,5/12/2013 7:28,7/12/2013 4:01,5/12/2013,,1,M,Battery,0,,
6701,Male,23,Less than 25,African-American,0,5,0,0,1,-58,28/08/2013 3:10,30/08/2013 5:38,28/08/2013,,58,F,Leaving the Scene of Accident,0,,
6702,Female,38,25 - 45,African-American,0,1,0,0,0,0,29/08/2013 5:44,30/08/2013 3:36,29/08/2013,,0,M,Battery,0,,
6703,Male,30,25 - 45,African-American,0,2,0,0,4,-10,15/03/2013 5:52,22/03/2013 9:44,,15/03/2013,10,F,arrest case no charge,0,,
6704,Male,30,25 - 45,Caucasian,0,5,0,0,1,-1,16/12/2013 10:45,14/01/2014 10:17,16/12/2013,,1,F,Burglary Unoccupied Dwelling,0,,
6705,Female,30,25 - 45,Caucasian,0,8,0,0,0,0,13/02/2013 4:01,13/02/2013 8:39,13/02/2013,,0,M,Battery,0,,
6706,Male,26,25 - 45,African-American,1,10,1,0,18,-1,3/11/2013 8:59,20/05/2014 6:30,3/11/2013,,1,F,Grand Theft (Motor Vehicle),1,(F3),0
6708,Male,31,25 - 45,African-American,0,2,0,0,2,-1,1/05/2013 4:24,3/05/2013 9:29,1/05/2013,,1,F,Grand Theft in the 3rd Degree,1,(M2),0
6712,Female,41,25 - 45,Caucasian,0,2,0,0,1,,,,3/12/2012,,35,M,DUI Property Damage/Injury,0,,
6713,Male,34,25 - 45,Other,0,2,0,0,0,-1,14/10/2013 3:41,30/01/2014 4:50,14/10/2013,,1,F,Grand Theft (Motor Vehicle),0,,
6715,Female,25,25 - 45,African-American,0,5,0,0,0,-1,3/08/2013 1:49,16/09/2013 7:24,3/08/2013,,1,M,Battery,0,,
6717,Female,26,25 - 45,Caucasian,0,6,0,0,1,-13,6/02/2013 10:37,15/02/2013 7:52,6/02/2013,,13,F,Possession of Cocaine,0,,
6719,Male,38,25 - 45,African-American,0,7,0,0,2,0,28/04/2013 6:17,7/05/2013 11:23,28/04/2013,,0,F,Possession of Cocaine,1,(M1),0
6721,Female,37,25 - 45,African-American,0,1,0,0,0,-1,24/03/2013 6:22,25/03/2013 1:56,24/03/2013,,1,M,Battery,0,,
6722,Male,34,25 - 45,Caucasian,0,5,0,1,3,-1,26/12/2013 8:22,27/12/2013 7:03,26/12/2013,,1,M,Viol Prot Injunc Repeat Viol,0,,
